parameter	burnin	psrf	ess_concat	ess_0	ess_1	ess_2	ess_3	ess_4	ess_5	ess_6	ess_7	ess_8	ess_9
root_height_Romblon16	400	1.0012063325757026	5599.744386890181	829.1188592068263	623.7581760083225	549.5017468935008	394.2736402143991	465.63447721440775	552.0397877430111	494.22072755772217	541.174833027069	470.9119174839715	824.5386353783015
pop_size_Romblon16	400	1.0015422939037344	5648.285947506705	646.956720674358	560.0803028859758	437.869968803871	406.9203902379288	712.031366510188	499.52610843396513	526.2075739657957	589.0070914586756	640.7283826438697	1101.0
pop_size_Tablas16	400	1.0002967588509364	5932.456967207569	684.8971618011287	684.3494078676171	652.7899896978499	447.1517327925029	482.9987428419854	372.5399022069279	374.3028827185895	552.8138539419801	375.63341764032947	830.8790606513805
pop_size_root_Romblon16	400	1.0003379081037607	7592.895294444298	711.5518657672246	1022.7459719630923	1101.0	699.5792803425235	891.041172235463	922.2898039625007	552.8513959672772	1101.0	518.7352568115707	830.8004197576681
ln_likelihood_CamiguinNorte17	400	1.000302664694784	7590.679572428042	1066.5311606074868	1097.4943812162653	729.2147246270264	1101.0	883.1407192540637	835.2089446042419	942.1365097575858	834.6318477472431	555.8357871728256	718.4902681288191
root_height_CamiguinNorte17	400	1.0007654481108232	8261.752333177692	963.4947490103292	779.3057086755842	1101.0	947.0435563643139	796.2825580154811	1101.0	1101.0	1101.0	781.6281013228912	534.6823713358616
pop_size_CamiguinNorte17	400	1.0002634456035624	7645.110991125417	876.9682598654778	767.5314522799888	894.9493380815336	1101.0	987.7397303326942	904.9082538283773	561.9653563737697	1101.0	909.7962995007422	478.97686169333565
pop_size_Dalupiri17	400	1.0015850067219747	7834.565457040542	797.6640045200043	775.998011755228	897.5201184428332	1018.3226394800843	1101.0	1007.4912902719041	759.0945824403886	792.1049011912296	1101.0	735.4817312275237
pop_size_root_CamiguinNorte17	400	1.0003087599503055	9897.543703545369	1101.0	863.002279463333	717.9988550821903	1101.0	831.1696779051964	1005.6119763246625	1054.6540953684937	1037.991228787937	794.9814572439982	1009.3929550641233
ln_likelihood	500	1.0000604162465292	4534.55475474248	465.9465124974012	349.3305361294642	374.22459936403635	596.48792230624	501.57988154754605	376.7559311700505	514.5454911158097	515.2498738410075	389.59999513936685	450.954187424384
concentration	500	1.0010444430260115	2860.187687395281	365.0787484761351	418.410836666904	283.53242743846226	255.6730619498615	273.53382226599314	307.3496745382799	264.9864064530352	174.24877104780674	268.68798111171515	331.8771957730224
ln_likelihood_Bohol0	500	0.9996479565450566	8307.368564795313	865.2742814843455	754.2491468485451	820.5751961311179	671.5777888723536	765.578003824932	815.1921403433015	876.1243006859917	723.9933017577391	669.4969478701778	1001.0
root_height_Bohol0	500	1.0000057282360824	5886.398732600563	944.4952951129804	554.8649561901725	692.2499062571601	738.2409335118507	629.7786143529207	567.257754839676	471.24149113884397	653.1922710315017	490.5100541175437	544.498205313554
pop_size_Bohol0	500	1.0002149789672834	4970.818250283015	752.8818130784407	455.4006042692359	524.4958430821883	527.6533230389218	517.4726918278157	691.4622102754906	616.7572339273156	882.6825041821473	678.8831388206148	689.950707498959
pop_size_CamiguinSur0	500	1.0003806413697132	6375.048996442973	813.7444998399302	1001.0	776.7759844202087	1001.0	613.8537894650904	487.6614524196594	546.3696909907304	569.8072461139491	496.82244663211054	649.6754323743471
pop_size_root_Bohol0	500	0.9996975249782911	7705.628825096108	1001.0	889.1427333086227	831.8923968747895	1001.0	1001.0	1001.0	833.3700599323774	782.5863630747526	670.7153502560573	552.9065004659216
ln_likelihood_Palawan1	500	0.9999305354964856	10005.997279438609	825.3537146235194	687.4567948220257	1001.0	1001.0	1001.0	1001.0	1001.0	932.8948871991894	686.0018813653687	1001.0
root_height_Palawan1	500	1.0000428791669893	8577.307788588048	563.5619362855012	694.6183104467202	728.3576121589178	862.2732257290514	1001.0	789.2911669000697	1001.0	981.2894087054489	625.0397742530033	820.2399565003664
pop_size_Palawan1	500	1.000029846026662	9649.588294688925	832.4943534156046	919.7165675961779	769.4545483301347	1001.0	1001.0	918.4959131686354	1001.0	1001.0	817.7468577740102	856.0092004895253
pop_size_Kinabalu1	500	0.9997890405526216	10010.0	853.2025208414879	1001.0	914.0823459751915	879.1264428126	1001.0	910.9024542175038	1001.0	834.1473966219564	1001.0	660.984816798067
pop_size_root_Palawan1	500	0.9999873576099813	7771.816737086075	499.10009784268306	590.4392216715055	1001.0	744.5616611641319	1001.0	758.8265202833836	1001.0	776.8208135878232	593.1112353394169	819.7949149583894
ln_likelihood_Samar2	500	1.0000655296053524	9540.989281320857	627.3865192062678	1001.0	670.3840627632014	793.5139385010516	1001.0	830.8045312509779	1001.0	1001.0	723.1298216126548	1001.0
root_height_Samar2	500	0.9999752472002235	10010.0	914.8058643141982	1001.0	911.854007538833	875.1367596579224	926.3456010829191	1001.0	844.8617016253446	758.007292818691	1001.0	1001.0
pop_size_Samar2	500	1.0004114772395147	5941.482835073472	562.3870849124559	1001.0	554.7164393818882	596.6144283397313	1001.0	572.5320987163631	1001.0	1001.0	639.4994548859621	566.5639344133955
pop_size_Leyte2	500	1.0003840242776392	7691.088162301431	689.2404262439924	1001.0	903.8456713708099	994.0083809391523	512.9597177289187	1001.0	466.9403085755479	563.1042428358132	964.8996194077688	792.1168955123717
pop_size_root_Samar2	500	1.0000562133378914	9875.293723746523	888.8176811128151	809.0432091463324	988.7522452239168	890.0220868929663	1001.0	1001.0	648.0607633821857	635.2547039179577	812.5830410822482	906.508571152083
ln_likelihood_Luzon3	500	1.0005398716498612	4948.89616654546	900.188250899209	315.7362516105782	646.6567632741537	716.414676463241	737.7952818126049	408.10095783870884	627.533586705261	561.1954839740062	500.7531256715	384.25963296717896
root_height_Luzon3	500	1.0034138195897317	1386.6660575717517	421.0093621501307	98.18296567197456	198.12569209321796	267.8373402769445	431.6274923752573	181.07102191772657	479.2115079516836	231.7384529303989	134.35986483075627	72.78952021086161
pop_size_Luzon3	500	1.0085936317164033	1480.8746897837611	160.57138553596562	116.31944089939452	147.02803323912943	230.56714123977562	215.67659285203433	149.45124156171894	199.55396359438106	165.4739181689917	198.07288443409308	139.84367532609238
pop_size_BabuyanClaro3	500	1.0027978164139277	1751.7567405871312	447.8714798909488	117.63755871078334	186.26159615437626	326.03208270053466	487.1761636368766	211.3201489384606	440.7194258633995	271.8942966479561	185.14320593318047	87.8607415321395
