parameter	burnin	psrf	ess_concat	ess_0	ess_1	ess_2	ess_3	ess_4	ess_5	ess_6	ess_7	ess_8	ess_9
root_height_Palawan1	1300	1.0010225413328389	1704.9253290064098	103.59512497758966	166.73902686376758	100.11502256029084	157.42369082393608	102.99616243436756	183.65829106896533	201.0	161.8189776138006	201.0	129.29183137483207
pop_size_Palawan1	1300	0.9990079575519197	1720.4727653302607	201.0	188.45804012977015	201.0	139.24330997755087	94.72563748574946	114.5820988793262	113.08373131022884	201.0	201.0	132.40195965556828
pop_size_Kinabalu1	1300	1.0022185565098007	1093.7214133923023	179.74701242900312	201.0	122.42440016190285	201.0	136.76882975012106	109.89577629525792	201.0	142.28794717445047	110.79229735094601	144.39085958210794
pop_size_root_Palawan1	1300	1.0008109514420385	1805.6423628359828	102.7335484624843	146.2313445076034	110.13945302752077	187.80915326925125	114.83060454725819	145.14291785347632	201.0	137.29560704841046	166.1496248129436	134.09799686681396
ln_likelihood_Samar2	1300	1.0043219143772597	1597.5090431056515	201.0	201.0	201.0	161.57544293788808	201.0	172.70191485931846	201.0	137.619272563066	168.03058435035436	142.12560430661873
root_height_Samar2	1300	0.9986045943993453	2010.0	194.4383134443218	164.87069625751977	135.28032698300242	186.37154252151436	189.87187312031656	124.7776054992807	164.62148763197712	162.08506791886512	194.38025785790919	201.0
pop_size_Samar2	1300	1.0017397375347459	1248.0733700757726	201.0	201.0	114.06164753160682	74.80548441378308	112.39825187898383	112.28834034001765	142.7028253255069	113.81496275895135	81.63427067701018	112.06097041789278
pop_size_Leyte2	1300	0.9988188335718741	1820.0873351652253	201.0	127.91923588549845	133.77376569491798	201.0	90.16333697745402	97.76756476073808	152.05542442367758	201.0	201.0	195.25205073326813
pop_size_root_Samar2	1300	0.9983295367146454	2010.0	193.05669905410787	201.0	201.0	107.91348154817358	140.41547552722312	109.42684075444713	201.0	132.40773489845864	199.0235517011574	150.0402006614229
ln_likelihood_Luzon3	1300	0.9997239149356405	1834.5845340125904	201.0	201.0	199.58286272731374	80.90026107583827	201.0	201.0	132.13704302897398	85.93333485525955	201.0	170.9157013863792
root_height_Luzon3	1300	1.0047521068728529	676.1768110363852	120.10901258829882	34.33968562269476	74.67912917655248	53.761005791194506	100.93479426163866	43.997860703766065	147.1587835710071	107.57837244566116	113.10716822921086	44.841420503820096
pop_size_Luzon3	1300	1.0170770478407924	287.2703998829945	50.89045915117265	79.20220146855347	54.69596773639079	56.026410274915484	52.13259121186817	61.23763359872098	35.67030463355795	36.16218451949208	36.80251447951427	39.555279548799376
pop_size_BabuyanClaro3	1300	1.0075987856598883	593.0907671583051	101.83007643419842	34.45991885040798	69.11711475698624	62.85863907284134	81.33847161173304	48.181116662434945	144.3207363009312	118.94497245718345	98.88688468168756	57.08611443397988
pop_size_root_Luzon3	1300	1.0023517275009741	1619.0747542965005	161.49444542145872	83.74643739266136	201.0	112.21635905527721	147.56561948803815	120.44353996072614	159.1951156543924	141.0186661070459	201.0	201.0
ln_likelihood_Luzon4	1300	1.0043752518963096	987.627479510319	106.59004731281279	189.64220042610063	79.23413166313927	152.71249207839222	101.1729072514183	96.23954707756312	127.39462244863267	139.89222664801048	71.028123046574	92.0580841178741
root_height_Luzon4	1300	1.0076307608293749	686.6969478817375	88.29314253755764	123.1552915593622	61.89616937425016	178.46902552968814	86.65890452826321	55.288339911405956	100.42828621251331	105.31882232074051	69.6481493750267	67.23366548491794
pop_size_Luzon4	1300	1.0096283333919016	765.986178186755	114.3827130225065	142.11651055981605	70.93911630617536	123.54690542325677	66.29100551282086	81.99327901455972	109.95356513761199	68.31807707582703	82.28958292396021	88.96172923811524
pop_size_CamiguinNorte4	1300	1.0024720265358624	1042.4885675390246	114.75008885433296	115.86283405387725	186.12525012900906	100.39444120446548	140.46614145054238	56.81883803289876	128.02005919048847	92.15307153055149	72.73330484187849	88.92893390987308
pop_size_root_Luzon4	1300	1.001259281439086	1424.4447219643218	123.96153361585088	135.4007255344651	201.0	200.85895274424368	146.85361306230163	125.50199677730298	116.33080897582384	201.0	89.42710308452044	124.6133734942102
ln_likelihood_Polillo5	1300	1.0006476058480371	1830.1597319411012	201.0	201.0	201.0	194.82069734027434	201.0	201.0	201.0	141.98566032306917	201.0	145.6142834878956
root_height_Polillo5	1300	1.0053825133134713	1129.723824007156	98.46709839944371	184.61199146778173	196.50051122805456	201.0	127.51814579864454	160.8771228635708	197.23080268720753	157.056094714488	156.88247708748352	171.93546349661594
pop_size_Polillo5	1300	1.0025908662842804	1106.312117812772	177.97241250212684	91.8478318691743	201.0	158.74701026227473	71.41131720220109	128.8846708899421	175.8168010639302	80.37723963681721	140.54197400406218	201.0
pop_size_Luzon5	1300	1.0017580002616417	1341.1608058478587	97.72415386496435	181.12159890712974	163.8053304387759	170.54401814148451	201.0	125.90756201297084	162.34020161357486	191.42547738868657	165.29271647018632	201.0
pop_size_root_Polillo5	1300	1.0032233711937752	1237.6404515075124	201.0	201.0	201.0	193.11015948824019	131.56080403829773	201.0	159.8271014185665	183.62584972818652	193.35794355624654	153.00247227237827
ln_likelihood_Panay6	1300	0.9993840166809423	1951.7442619546346	101.19075016748258	173.22211748009678	146.64265336194939	155.26830607741636	129.1667182254997	196.2370853260359	201.0	139.14175285050285	201.0	88.31040150052587
root_height_Panay6	1300	1.0006007600210087	1736.7906501908985	161.44721094445998	201.0	201.0	155.9395202803649	175.61163855373005	201.0	201.0	176.34251853973961	201.0	201.0
pop_size_Panay6	1300	1.000659103258069	1174.7573991985182	82.93909449391447	113.93004170828885	118.90845848208401	201.0	201.0	76.88992833917072	65.15720938878896	168.8824537039611	180.43538372741227	109.25148243949839
pop_size_Negros6	1300	0.9995112996233166	1913.829314757664	116.89032224051014	184.33587080350262	158.7544352586606	199.46117078140713	201.0	201.0	180.93337775301683	119.62944794858745	100.56169402255148	201.0
pop_size_root_Panay6	1300	1.0000699943630809	1530.900494596405	201.0	158.99903564754865	184.92074066396617	157.98778604971884	137.4590305858604	201.0	133.772570654778	169.7156172284275	150.72471486835218	173.33604919932208
ln_likelihood_Sibuyan7	1300	1.0007540490402884	1807.3106886092369	201.0	201.0	201.0	132.89419602580685	201.0	201.0	201.0	82.22605356740975	201.0	177.7993578795327
root_height_Sibuyan7	1300	1.0025871552477679	1541.983469200703	183.13717485002974	98.96037821396959	130.90253051354009	67.93123439771031	140.4781935667259	95.43669006013015	107.57198818538637	147.80316801666936	201.0	201.0
pop_size_Sibuyan7	1300	1.0021911655833964	1294.6716153893788	159.63941211417816	168.24949478233304	191.70487927201475	50.606386014015875	112.31053028524622	102.6200256745351	111.92117012917835	93.05497495957658	201.0	201.0
pop_size_Tablas7	1300	1.0026136792576361	1227.4166413739051	201.0	118.77756991120664	89.63896061415198	109.59841846222777	163.96571576629393	99.42891231034136	100.82098311530264	147.029897584131	174.14397969376355	201.0
pop_size_root_Sibuyan7	1300	1.0017853260925798	1668.020350812845	150.05888740581935	126.28122924547002	201.0	80.9616563239157	147.84612858876432	166.05115091139788	201.0	149.70186653390184	201.0	201.0
ln_likelihood_BabuyanClaro8	1300	1.0001416277125865	1113.7187148465885	75.07619971018686	66.43051560458451	51.33432611086197	119.31835563221216	120.47532909290857	93.36653102530802	147.59303876069865	56.08588441789188	149.79391332900545	91.56971222559164
root_height_BabuyanClaro8	1300	0.9995611193505551	1206.49398084236	61.02675631728439	79.3531446516132	53.663261097316045	110.60119550409966	108.95469329000636	98.42334449249792	157.76258024794313	66.84913793583043	136.53624175551062	92.92900562902325
pop_size_BabuyanClaro8	1300	0.9996946714330638	1432.5028080762697	91.10903986813732	83.73612275274569	103.26814913459441	148.98864423186774	201.0	121.49612218002667	115.76085818311431	81.0480446496004	122.38219312884334	109.19326275919705
pop_size_Calayan8	1300	0.9993506569813606	1375.0281992341204	81.35809804656736	134.5911251144303	98.28483193597	152.18386623904584	121.19256598427101	120.26431012014062	190.17504244730443	102.75383134162739	176.42198052875202	102.77146706515771
pop_size_root_BabuyanClaro8	1300	1.000649891616853	1116.5621770199352	88.67693609091717	78.68885488475944	63.301032575623324	103.61045181213379	137.59011847703795	103.29004047755721	170.63115706180176	53.139679350693	140.25551365611534	119.50987383332102
ln_likelihood_SouthGigante9	1300	1.0018797394177728	712.794236660128	62.65941693948483	57.23794570477284	191.23836008327973	86.09456199160316	82.80287410608585	93.11292296838573	77.06653048489495	67.00415588158899	98.40523455187297	55.98502591634823
root_height_SouthGigante9	1300	1.0046198353839557	660.8509946360227	99.3149806950322	64.75499152966212	201.0	95.86124762944482	103.76991865955243	72.6426833814854	197.15086283862382	40.70510073784019	93.6759065397859	143.1131862840138
pop_size_SouthGigante9	1300	1.0121177693731347	365.9453341694292	35.27286855938407	25.184730991561135	75.63737011037921	26.44903524370939	30.08536570053479	70.38099417750618	49.755362201447724	38.16479435178635	36.4130668567827	42.45108244946081
pop_size_NorthGigante9	1300	1.0122028083014973	456.9330659973575	83.3538892252655	39.023099317088054	105.14354831262337	41.876150242455985	63.79285742813506	65.0581929231553	119.62501146059267	38.55864858225633	66.54482954346119	70.40285444107802
pop_size_root_SouthGigante9	1300	1.0033326623970922	1214.1428260770476	127.85558226960802	94.23838067632127	143.75467733057093	180.2660721812307	201.0	112.20860773891762	201.0	65.63459358879166	86.19880952108866	179.751286256766
ln_likelihood_Lubang11	1300	1.005434132240279	933.1288961761852	113.75515365426271	91.37072254554056	178.8463176154669	141.84594537202366	148.65052161916088	201.0	146.06246420510593	155.59589859934695	132.91950849275315	201.0
root_height_Lubang11	1300	1.0035431393988494	954.8615771110034	114.31771992693906	107.80569465725183	180.4966717443533	165.6084506400848	93.27930695060921	201.0	184.74075976637604	201.0	160.8102511722627	161.75539073849524
pop_size_Lubang11	1300	1.0023043194951053	1103.9305480869643	175.58781990831324	98.45222354360853	201.0	110.36820076923131	152.41134339090638	130.05322126877752	192.95496758354955	117.6969674610429	134.23603577878774	100.5499670095458
pop_size_Luzon11	1300	1.0045438381643417	737.2037212574022	112.22323002427278	174.4193550063992	193.9361566725314	151.53664430071882	70.79626977022848	179.37852214674768	125.79361768655282	147.83334636475217	121.48561880012032	183.07517562796986
pop_size_root_Lubang11	1300	1.0035308895087132	1425.4348625026057	98.37382654830266	99.42310596770442	200.61981498627745	201.0	201.0	201.0	201.0	179.39344800030963	167.52265400446774	201.0
ln_likelihood_Panay13	1300	1.0008100307482914	1848.8266374320003	180.59273604727485	134.05318757963403	86.8069147314658	201.0	93.99623533866847	117.44318611893316	137.9786764558946	156.3950160108173	174.29309649602732	201.0
root_height_Panay13	1300	1.0017209060386865	1680.4474383450251	201.0	160.94849356708784	97.37374158738709	139.87494704392878	78.08721164547822	106.64435650424359	130.5893297773332	151.7995825669215	194.65774860589084	201.0
pop_size_Panay13	1300	1.0024039979205666	1456.5211235620873	201.0	123.32647651356538	80.73486162996672	150.40577057689265	82.47065140412286	92.32683283425078	144.68042756205708	105.70095218026768	201.0	201.0
pop_size_Masbate13	1300	1.001260311242554	1553.8976462096698	191.54190222722133	167.53054423063344	81.21753766659302	166.66449446116306	68.17087407549491	106.8063721266725	129.13049972113103	110.77151226403312	89.07634439260178	201.0
pop_size_root_Panay13	1300	0.998123688258911	2008.9146095121728	201.0	133.36823198677607	193.05585243569155	201.0	201.0	201.0	185.99336504477864	201.0	201.0	185.0956409113899
ln_likelihood_Negros14	1300	1.0020404905702203	1563.137793428994	106.41603823432993	95.09308502339717	75.85026175202354	113.80242010269141	116.54603128688812	104.86443548924923	121.93328401743727	106.24773447421748	201.0	103.51697346757962
root_height_Negros14	1300	1.001871381669811	1692.105815538602	135.32649439954835	112.05923601787147	131.1468555052059	131.39617349612286	113.28026930838868	138.59406860569146	79.238463919801	122.85409821198597	139.4300317041439	145.53669590639504
pop_size_Negros14	1300	1.0053204001367206	1137.896690990778	113.55282582171365	103.04559525484616	185.9965009900083	83.36113500848332	129.38671951236722	119.26904149746623	90.79271453541837	99.04123897816034	99.71550500220188	109.67965628519333
pop_size_Panay14	1300	1.0024856033771017	1455.2240179044193	148.0057077927226	92.18380061712128	63.30233752600751	121.57925622669748	120.03360183974999	117.8444976009916	144.45797776695977	113.3836264378633	157.07796023640046	127.96045677372426
pop_size_root_Negros14	1300	1.0032207557881836	1510.7550855934962	201.0	169.17552870115279	107.79955709187773	151.14191434103253	178.1065257028628	103.75798183206642	179.733955637163	138.77166680706128	201.0	125.60245137539972
ln_likelihood_Sabtang15	1300	1.0026897716395247	2010.0	115.12884233129081	201.0	195.10937717488443	192.66876872102014	201.0	174.14005393723954	169.48632328967264	201.0	201.0	146.24892251557287
root_height_Sabtang15	1300	0.9998485332126825	2010.0	201.0	201.0	162.60284610164345	121.68211913935582	119.48293655945773	132.98499748628123	201.0	201.0	118.55453796858826	106.82952733211849
pop_size_Sabtang15	1300	0.9988020494986183	2010.0	94.60803363599886	94.94840973409518	152.94993214232022	154.6698130504115	115.09429988998068	140.36560832400994	201.0	201.0	201.0	126.57136223475737
pop_size_Batan15	1300	1.0019132990106336	1359.5233752020986	163.37986899751107	77.20068436763785	156.43487857157783	88.90815441864198	150.92656909879582	201.0	154.34084513505368	162.7744468992575	132.21991019525692	78.39989154589462
pop_size_root_Sabtang15	1300	1.0010759273484051	2010.0	201.0	201.0	96.43047415635358	201.0	163.7872242079973	201.0	130.19365988974693	201.0	201.0	135.85122917159862
ln_likelihood_Romblon16	1300	1.0036047349084833	797.1618699487973	122.43191674527843	97.79270508896478	103.59573284146205	106.43024060470857	100.62762072756846	76.93963904407724	78.41589466581613	81.24620461515751	78.90047112355222	84.54057052005828
root_height_Romblon16	1300	1.0100478280757004	888.5511779166895	117.60684509476444	99.82175326782689	122.59035995498625	90.16218763209878	124.51539637898428	165.2810662982873	93.00901061194577	77.59542013175252	127.57631547080035	105.78348222899326
pop_size_Romblon16	1300	1.0027500334209176	662.4018517812342	94.97324349376126	66.38761820607434	130.52113713388852	146.04255943148098	114.80111980017224	84.89914833770304	74.9862966060285	106.43413398942755	77.99061919402509	76.58478184433018
